Inclusion,votes_total,votes_gallery_(Calc),votes_local_network,createdate,ipaddress,EIN,Photo,URL_in_Story_(Calc),matched_zip,Story_Text,give_reason,give_method
TRUE,1,0,1,42314.45302,173.216.123.32,71-0433583,FALSE,FALSE,72811,"Seeing the world through someone else's eyes. When I chose to join the Friendship Community Care team, my first objective was to make a difference in someone else's life. Little did I know 7 years ago, what a difference someone else would make in mine. My consumer shows me the world through his eyes everyday we're together. He finds simple joy just from walking at the park and listening to the birds chirp. He loves to see the smile of laughter on little children's faces. He loves the animals at the shelter he volunteers for. The list goes on and on. My eyes have been opened to a whole new world by knowing my consumer. A world I would never have experienced had I not wanted to make a difference in someone else's life. ",2,3
TRUE,0,0,0,42324.27245,174.126.98.215,51-0644484,FALSE,FALSE,27709,"Potential \n\nPotential is defined as something or someone that is considered a worthwhile possibility; Washington State Future Business Leaders of America have potential. My name is Parker, and as a junior in high school, I serve Washington Future Business Leaders of America (WA FBLA) as a state officer. Being a state officer requires that I dedicate much of my time working for this organization and its membership of junior high and high school students. The state officers of WA FBLA give their time and effort to this organization because somewhere along the way, this organization affected us personally. In fact, the story I am about to tell you happened before I was ever affiliated with the state office; it happened my freshman year of high school. \n WA FBLA strives to help students prepare for careers in business through business-related competitive events. There are seventy-five of these events, and they include topics like Sales Presentation, Business Plan projects, and Public Speaking. During my first year, I competed in Public Speaking 1, a competition for freshmen and sophomores. I had come to the State Business Leadership Conference mostly for the traveling experience, as the host city for that year, Seattle, Washington, is six hours away from my home town. However, I had the good fortune of making it to state finals, which meant that would continue on and compete for the chance to attend the national competition. Making state finals was not something I had expected to achieve, and the thought of competing made me very nervous. In fact, I was so nervous and anxious to compete that I forgot the words to my speech in the middle of the performance. After I had recited the rest of my speech, I tried to leave the room as quickly as I could, but I accidentally ran straight into a state officer candidate, who realized that I was a little dismayed. The candidate reassured me that I shouldn’t worry about making it to nationals in my freshman year, that I had already shown potential to make it to nationals eventually. \n That is the story of why I decided to become a state officer and give all of my time to this organization. WA FBLA is more than just a series of business-related competitions; it’s an education. It teaches students that they themselves are worthwhile possibilities. They have the potential to reach new heights and aspirations, all they have to do is apply themselves. After my freshman year, I knew that I wanted to be a part of WA FBLA because it had opened up new realms of possibility for me. I wanted to be able to do the same for others.  \n",3,2
TRUE,2,2,,42331.77059,70.193.134.5,58-2188475,FALSE,TRUE,30540,"I didn't know Georgia Forest Watch (www.gafw.org) even existed, or that it needed to, until I moved to the forests of Northeast Georgia. I took up residence in my cabin at the edge of the Chattahoochee National Forest in 2007 and hoped that the idilic setting would always stay that way.  My reasons for escaping Atlanta and moving full time to the mountains were typical--I loved to hike, paddle the lakes and rivers, breath fresh air, drink clean water and live in a place where the pace was slower and the community was closer.  What I learned though was the reason for these wonderful conditions was the all pervasive forest.  Nearly 70 percent of my Northeast Georgia county is National Forest land.  Trees are everywhere now, although less than a hundred years ago much of this land was clearcut with the sides of mountains laid bare.\n\nI was introduced to Georgia Forest Watch in 2009 on a long hike near the Chattanooga River with Joe Gatins, a gentleman who was passionate about protecting our forests from pollution, destruction, invasion and development.  I naively though that that was the job of the U.S. Forest Service.  Joe gruffly explained that the Forest Service was tasked to 'manage' the National Forest lands, not necessarily protect, and citizens who cared were needed to monitor Forest Service plans and practices involving burning forest, logging trees, spreading chemicals, mining on forest land and building highways through our National Forest .  Joe was a long time leader in Georgia Forest Watch and eventually asked me to volunteer my time and talents (I'd been in the environmental and safety business a long time).  He promised to teach me what he knew. \n\nI joined Joe on excursions to forest areas threatened by logging projects and National Forest recreation sites with deep canyons carved and scarred from activity of all terrain vehicles (ATVs)  run amok.  We reviewed Forest Service burn plans and inspected poorly designed trails where sediment and runoff contaminated trout streams.  Joe introduced me to leaders in the U.S. Forest Service and taught me how to work in cooperation with them but also how to to write a powerful letter that called them out on poor forest management practices.\n\nIn early 2012 Joe asked me to be co-District Leader with him for Georgia Forest Watch in our area.  I was hesitant, but agreed.  Then Joe died suddenly six months later. I had been a GFW volunteer for only a year and I knew I could never fill his big shoes.  But with other volunteers and Georgia Forest Watch staff we carried on and have seen success in halting activities that would degrade our forest lands and change our environment for the worse.\n\nNow every time I lead a hike into the National Forest, write comments on a Forest Service proposal to build new roads for logging, or join a group of volunteers to pull trash out of a forest trout stream I think of Joe.  And, I know he would be proud of our efforts.",1,2
TRUE,1,0,1,42310.81157,67.169.99.225,20-0446976,FALSE,TRUE,80134,"The Gift of Giving\n\nIn 2009 I studied abroad at the University of Ghana, Legon where I took classes and lived on campus for 6 months. During that time I not only took inspiring History of Africa and social work classes and met incredible people, but I also volunteered at an elementary school where I got to immerse myself in a Ghanaian First Grade classroom every week. \n\nIt was difficult for me to say goodbye to the people and experiences of Ghana and for years I wanted to reconnect with the country I loved so much. In 2011, I got the opportunity to join the board of a small nonprofit called Ghana Educational Collaborative whose mission it is to provide financial support to exceptional students with significant financial need. As a teacher myself, I feel very strongly about GEC's belief in education as a gateway for endless opportunity and the notion that every child around the world deserves access to education as a right. \n\nFor 4 years I have fundraised to support the 11 students in the GEC program. For my birthday this year, I decided to throw a fundraiser for GEC, charging friends and loved ones $20 at the door, with all proceeds going to GEC. I was rather uncomfortable with the idea of asking my underpaid teacher friends to donate their hard earned money, but I figured if everyone was able to give a little, we could hopefully raise enough money to send at least 1 of our students through another year of school. \n\nIn the end, I was overwhelmed by the outpouring of support from my peers who, as I said, make very little money themselves. We were able to raise enough money to send our spotlighted student Emmanuel, through at least 2 years of middle school. Emmanuel is such a hard working, hilarious, and kindhearted individual, and it was an honor to focus my birthday on the gift of giving. \n\nhttp://www.ghanaedcollaborative.org",3,4
TRUE,26,7,19,42330.64123,108.31.31.83,74-3218001,FALSE,TRUE,20009,"As someone who has worked in the field of education for over 10 years, I’ve always believed in giving back and acting in a way that will better the lives of others. My involvement with Girls on the Run - DC is no exception. I had the opportunity to coach and act as the site liaison for Girls on the Run in spring 2015 at a school in NE DC. I had prior exposure to Girls on the Run, so I knew what an incredible organization it was, and I was excited to get involved on a deeper level. As I started coaching, practices became the highlight of my day. We only had six girls on our team, but they were so committed. Practice provided a safe space for them to talk about things that they couldn’t always talk about in the classroom walls. They actively participated in lessons and we could see them becoming more self-confident with every conversation and every run. All of our girls completed the 5k at the end of the season and every parent of our girls came to support them. In a school that often struggles with family engagement, I think this showed how important this was to the girls and their families. \n\nAlthough every girl on our team grew throughout the season, there was one particular girl who really came out of her shell over the course of the season. She was the quietest girl on the team, as well as the only 8th grader, and she often would not speak up in practice. She also needed a lot of encouragement to run in practice. As the season went on, she became more comfortable and opened up more in practice. The other girls on the team would encourage her, both to speak up and to run. I often ran with her in practice to encourage her to run for longer periods of time before walking because I knew she could do it. She was awarded a spirit award by her teammates at the end of one of the practices, and you could see how much it meant to her by the smile on her face. I was especially proud to see her finish the 5k at the end of the season.\n\nTo continue my giving to Girls on the Run, I decided to become a SoleMate for the Marine Corps Marathon this past fall. It was my 6th full marathon and raising money for one of my races is something that I’d been wanting to do for awhile. Seeing the impact Girls on the Run has on young girls and knowing how many girls in DC need a scholarship to participate, I knew my money raised would be meaningful. I was able to raise over $1000 through the generosity of my friends, and I feel great knowing that will allow more girls to participate. I look forward to continuing to give back to Girls on the Run and continuing to make a difference for girls throughout the District!\n\nIf you want to support Girls on the Run-DC, consider volunteering at the upcoming community 5k, coaching at a local school in the spring, or making a donation here http://cfp-dc.org/dy0I.",3,2
TRUE,7,1,6,42311.39848,75.168.143.221,45-0422423,FALSE,FALSE,58502-1843,"My inspiration to help others. \n\nAs a child, my parents always made sure we were highly involved with a variety of volunteer experiences and charities.  My mom always said, 'we are blessed to have more than enough, and it is our responsibility to help others.' From church functions to school programs to non-profits to the little old lady down the street - we as a family always stepped in to help.  \n\nAs an adult now, I have tried to keep up with my moms go get'm drive when volunteering, but somehow I tend to stick with organizations that are for children in other countries. Especially those that work with street children, bringing them out of the shadows and into the world where they too have a chance. \n\nI am always attracted to nonprofits like GOD'S CHILD Project, helping children receive a second chance at life. My first experience volunteering, and donating to them, was when I was 19 and living in Guatemala.  They had a huge group of dentists come down to Guatemala - working with the families and communities of their base project.  \n\nI will never forget the looks on the children when they saw these doctors - their excitement, nervousness, and pride to show their teeth. One at a time I interpreted for the doctors, children and adults. One at a time I saw children who had very few 'good' cavity free teeth to be cleaned, but the desire to have teeth like the American doctors was contagious.  \n\nChildren got cavities fixed, learned to brush and floss correctly, received tooth brushes and tooth paste; but the most moving part was them now having smiles to be proud of.  \n\nThese children I later found out were at one point in their lives homeless, living on the streets, and at times child prostitutes bought into child slavery due to their lack of options for survival. \n\nThrough the help and guidance of GOD'S CHILD Project, these same children were living in foster homes, receiving medical care, education, and food for their hungry bellies every day. Without this organizations help my heart breaks for the alternative lives they could be living, if living at all.  \n\nEveryday GOD'S CHILD Project, works hard to find and help many more children just like the ones I worked with years ago, and the results are amazing. These children went from dreamless daily pain and suffering to dreamers who are becoming educated, employed, honorable adults who continue to give back to the children who are like they once were. ",3,2
TRUE,3,0,3,42321.45411,70.104.137.10,46-0868998,FALSE,FALSE,11743," Golden Paw Society  is a fantastic not-for-profit organization that takes cats from over crowded shelters here on Long Island and sometimes elsewhere  to provide love and care to those who need it the most.  Many of the rescues are seniors, have health issues or emotional issues.   My daughter and I volunteer our time and money to this wonderful organization -  as much as we are able to.  It is so rewarding to watch a cat with health issues become healthy and to witness an emotionally disturbed cat to go from hiding in a cage to letting you pet him or her to then being able to roam free with the rest of the cats in our center.  These cats are cared for around the clock by many dedicated volunteers. Some of our volunteers are kind enough to foster the cats as well. Please consider this amazing organization for one of the generous prizes. ",3,2
TRUE,6,0,6,42331.58145,129.49.26.128,46-0868998,FALSE,FALSE,11743,"                               A Second Chance\n\nAnyone who has ever experienced the gift of a second chance – whether it be at love, a career, or even a chance to mend a fractured friendship – knows what a blessing it can be.  And bestowing this blessing upon felines in need is at the heart of the Golden Paw Society’s mission; by rescuing abandoned cats and kittens from municipal and “kill” shelters, the folks at Golden Paw give these creatures a second chance at life.  \n\nI first heard about Golden Paw through Facebook; a friend had shared a GP posting about a kitty in need of a home, and I found myself surfing over to the Golden Paw Society’s FB page and, later, their website to learn more about this organization and the work that they do.  I was impressed by what I discovered.  I learned that Golden Paw’s volunteers perform “shelter runs” every couple months during which they rescue cats from municipal shelters.  And not just any cats – all cats.  That is, the sick, the overlooked, the depressed – Golden Paw’s volunteers keep an eye out specifically for these “underdogs” of the feline world who often meet the sad fate of languishing away in their shelter cages.  Once rescued by Golden Paw, these underdogs, along with their happier, healthier counterparts, of course, are given the care, love, and attention that they need to thrive, and, furthermore, they are given the opportunity to be adopted by a “Forever Family” through Golden Paw’s adoption center or one of their affiliates.\n\nRescuing cats and providing for their medical care is a costly enterprise, and GPS counts on the generosity of their friends and donors to help make it happen.  Whenever I can, I donate to Golden Paw Society’s “Shelter Run Fund.” It’s my small way of supporting the noble work of GPS. Every dollar contributed helps bring a beautiful, innocent creature closer to a second chance at health and happiness in a loving home, and this is something that every homeless cat deserves.  GPS cats are blessed with a second chance, and these special kitties will someday “pay it forward.” When adopted, these cats will themselves be a blessing, bestowing upon their adoptive families the gift of love. \n\n\n",3,1
TRUE,1,0,1,42324.63328,98.250.108.161,46-5129857,FALSE,FALSE,49504,"I give because I have been blessed with so much. A caring family, a roof over my head, three solid meals a day. A college education, a great job with great benefits, great friends and family who love and support me. All these things have been given to me, and I believe it's only right that I give back the best I can. \n\nI choose to give to Grace's Table because the young women this organization supports do not have the privilege I had. Often, they are stuck in cycles of poverty, perpetuated by having their own children during their teen years. I can't imagine what that's like, but I know it's got to be hard. And I know that I can be a part of something that might make it easier, better for these moms and their kids.\n\nI'm proud and excited to be a part of it. If we can give even one young girl the opportunity to grow, to rise above her circumstances, to succeed when no one thought she could, it's worth it. I want these girls to know hope and what it feels like to have someone believe in you, to have a place to belong. Grace's Table gives these girls a real community, a true support system, something which many of them have never experienced before in their lives. It's a place where girls can feel safe and secure as they deal with the stress and struggle that comes with raising a child.\n\nI'm so grateful for the work Grace's Table is doing in the lives of these girls, and I hope and pray that you will want to be a part of it, too. ",3,1
TRUE,0,0,0,42321.36347,73.250.114.72,52-1706367,FALSE,TRUE,21001,"Making Independent Living a Reality for Homeless Families\nhttp://www.harfordfamilyhouse.org/\n\nI have always had a heart for giving. However, in 2009 I \nmade the decision to leave my home of ten years, and a  severely abusive 13 year marriage, for the safety of my then 4 year old son. I was given a place in our local safe house for abused women, and then I was placed in a transitional housing program that serves homeless families. Through that program, I found healing and a new beginning in life. I still work with them today. When I graduated out of the program I felt so triumphant over my situation, and so grateful to a community that supported my son and I every step of the way. I did not have a lot to give, but I contributing $600.00 when I moved out of my apartment, specifically to be used for the next family that would be given shelter there. This is one of the most successful programs I have ever seen and I know the success is happening because the employees and volunteers, who are people from all over our county, care deeply about the success of the families they serve. It is now my honor and pleasure to be a part of helping our homeless families get back to a place of independent living.",1,1
TRUE,1,0,1,42318.80027,24.154.115.206,83-0432717,FALSE,TRUE,16066,"HeartPrints is so much more than a preschool.  When I began my  search for the perfect place for my daughter to begin her schooling, I never imagined I would find a place like HeartPrints.  The non profit organization was founded ten years ago and has been bridging that gap between school and community one HeartPrints family at a time.  I am often asked to describe how this school is different.  One word:  community.  The organization takes a developmental approach to teaching.  The curriculum focuses on the whole child and fosters social, emotional, cognitive, physical, and aesthetic development.  My child has blossomed in the classroom along with her peers.  Each donation helps expand the number of children that get to experience this innovative style of teaching.  HeartPrints is a very special place.  I wish every child got a HeartPrints introduction to learning.  \n\n http://heartprintsed.org/",1,1
TRUE,2,0,2,42329.31749,98.160.221.216,94-3202139,FALSE,FALSE,89015,"Tragedy begins at home.\n\nParis is burning, but Megan is on the bus home from her second job at 2am and hardly knows today’s world news. She’s thinking about what she can make for three school lunches that need to head out the door in a few hours, how she will pay her overdue rent and if she can get just three hour’s sleep before leaving to her other job.\nImportant things are happening in the world tonight.\n\nI know John has been up most of the night not because he’s a night owl, but because he’s an 81 year old vet whose gas was shut off last week. He’s cold and can’t get a warm meal until next week sometime when his $700 check arrives to pay the bill, the rent and a ride to the food bank to pick up leftovers others have donated.\nImportant things are happening in the world tonight.\n\nAnd here I sit in shiny black shoes and a borrowed suit at 430am at my office, because I know they’re awake and they are the important things and because I think I’ve crafted a plan that might help their tragedies.\n\nImportant things are happening in the world tonight.\nI’m always in the office at this time of the morning. It’s quiet and I’m alone to think about these important things. I’m not generally wearing a suit and shiny shoes, but tonight I will be at an event with over 400 people who need to hear about what’s important.\n\nI honestly don’t care about winning, but I do care about the possibilities it may bring to our little non-profit in old Henderson and how, if translated correctly, some important people tonight might pause and hear about people like Megan and John and 10,000 more like them. And maybe they’ll give a dollar to help.\n\nOur agency, HopeLink of Southern Nevada, was nominated for Outstanding Non-Profit of 2015 and the winner will be announced this evening over a gourmet dinner in a room full of suits at a luxury hotel. Win or lose, all nominees will win something for the people they serve every day. A voice.\n\nPeople don’t like sad stories, but sad stories can move the right people to do the right things to help make fewer sad stories. I believe that’s important.\n\nSo I’ll sit there for a few hours, maybe win, likely not, but I’ll have the captive ears of a privileged few who need to know the important things that are happening in this world, right here at home.\n\nAnd taking off this suit and uncomfortable shoes, I can sleep well tonight, knowing I went to bat for the tragedies which begin at home and end with charity.",3,3
TRUE,3,0,3,42329.31899,98.160.221.216,94-3202139,FALSE,FALSE,89015,"Selfie.\n\nAll he wanted was a photograph.\n\nI took his picture, but he may never get  the one he wants most of all.\n\nI always leave my door open when I’m on site at the senior center twice a week.  I set up shop there to meet low income senior citizens and try to engage with them to show them the kinds of services I can offer  free of charge.  Ways to save on utility bills, plans for having food when the money runs out before the month does, budgeting help, how to escape from being prey to the payday loan companies and so many other services that can make a meager fixed income go much further and last much longer.\n\nThis generation of senior citizens are a unique breed.  They are the aging baby boomers and what I consider the last of the moral few. They grew up with the idea that you should always work hard, scrimp and save, pay your bills and be willing to sacrifice if you can’t.  They grew up without computers or computer education and today know very little about how to navigate most things younger people do from their phones in an instant.\n\nAnd, sadly, they are a generation of lost people.  There are no large scale wars that unite them as a group. Their children were born in the “me” generation of self-centeredness and permissiveness and who, for the most part,  have found keeping generational ties unimportant.  As a result and more often than not, they abandon the older generation as if it is somehow the respectful thing to do.  Today’s seniors are also a generation first to experience the insufficiency of social security income to buy the retirement they had hoped. What are so errantly called the Golden Years are truly as thin and flimsy as aluminum foil.\n\nI work the saddest shift at the non-profit charity I chose to join a year ago today.\n\nMy  open door policy, however, seems to make it a little easier for these needy but ashamed old people to be willing to break the ice.  Like rescue dogs beaten down from years of abuse, they often are afraid to make the first contact. Fortunately, I’m pretty good at that and regularly seek out and engage many solo seniors who have had nobody to talk with for years.  Their lifetime friends are either six feet under or six hundred miles away and they don’t have money for milk much less travel in these Aluminum Years.\n\nAgain, I made the first move.\n\nFor three weeks, he’d passed by while I was in what they called the Library at the senior center. It’s not much of a library, really.  It has a cache of donated old books and magazines piled neatly as if they were new editions.  Nobody is fooled by the name of the room which doubles for bingo on Tuesday afternoons where winners receive rolls of toilet paper as prizes.\n\nI never heard him coming down the hall and mostly only got a glimpse of his profile as he would  pass through the light streaming in the doorway so many times before. Each trip, he always turned his head and proceeded at a steady pace as if on a conveyor belt to nowhere.\n\nIt took some coaxing. I got up from the computer and stood by the door so that the chance meeting might be a little easier for him if it was to happen at all.  He was far down the corridor, head down and without direction.  But he must have heard me or seen my friendly gesture somehow, for as I sat back down, he was right there at the door, seemingly in reciprocation.\n\n“Hey there!,” I spoke loudly as most of the people around here are hard of hearing or not used to being selected for a conversation.\n\nHe looked up and through the doorway. As he came closer, I could see great depth in the crevasses in his face and his long, black feeble shadow met me long before he did.\n\n“How’s it going on this beautiful day?”\n\nHe looked around as if perhaps I was addressing another, more important passerby.  I introduced myself and my reason for being here and asked the same of him.\n\n“I’m Al, and I just need a photograph.”\n\nI invited him to sit awhile and tell me about this photograph he wanted.\n\nAt first, he wasn’t well spoken but when he did, his long grey beard moved in synchronicity with each syllable.  Obviously anxious at the thought of talking with a complete stranger and worse, having a need to present to one, he chose his words very carefully.\n\nAl hadn’t seen his three kids in some time. It had been years for two, perhaps a decade more for the oldest.  He knows he must have grandchildren by now and wonders if one of them might be an Albert or Alan or Allison…named in his memory as if he were already dead and gone.  It’s not likely.  After his wife died in ’84, the kids moved him to this senior living community in the desert where he’d “have a really fun time with all the people his age and the games and the bingo” and all that list of lies he was told as he managed the last $700 of his savings as a deposit when he signed.\n\nHe was all of 81 now, and in addition to winning a roll of toilet paper  now and then, he spends holidays, birthdays and anniversaries alone except when he can get a ride to the library or the cemetery where his wife was laid to rest 30 years earlier. To make best use of the ride and the welcomed time away, he  goes grave to grave to pull weeds, straighten dirty plastic flowers and talks to all the horizontal people mostly his age and older. Except of course Sally, his wife, who only made it a half century before a drunk in a pickup truck ended their marriage and for some reason,  the only real connection to the children and family.\n\nToday, he was missing them and wondering about their well-being. He had their addresses on some scraps of paper he pulled from his wallet as I offered him a cold bottle of water.  There were no phone numbers, just penciled addresses which had blurred illegible after so many years in his wallet next to what looked like high school pictures.\n\nAl hadn’t had a picture taken of him since he could remember.\n\nWe talked of his history and my own in extended groups of topics from fishing to art to puppies. I’d come to discover he was quite a well-rounded man of experience who had evidently cared so much for his wife and children when he was a younger man that his kindness had been taken as weakness and his family had exhausted most of his time and assets before he was shipped out to the desert to wither and die with the hundreds more just like him.  As he became more comfortable, we even talked about death itself and speculated how each of us might eventually kick our respective buckets.\n\nI didn’t share it with him but by the look of his frail, taut face and thin weathered body, he was sure to die of starvation if something wasn’t done soon.  I told him we have a food pantry I bring every Thursday morning and suggested he be first in line with a couple very large bags. It was the first smile he had given me all morning.\n\nI  used that smile  as an opportunity to fill him in on some things I thought we could do to help his situation and stretch his $718 monthly social security income and $14 in food stamps.  That brought the second smile of the morning.  I was on a roll and thought I might go for three and asked him to sit back against the wall as I used my IPhone to do for him what he’d come for.\n\nHe obliged, licked his fingers and briefly ran them through the few hairs on his head, straightening his beard in what was obviously his own idiosyncratic method  for many, many years.  I laughed as he did his little routine and told him my beard would never be as long as his but surely as grey.  And the instant he laughed, I snapped the picture  and showed him how great he looked in it.\n\nI’d have easily guessed he had not seen himself in a mirror for what might have been years the way he held my phone and gazed at his own image. His last picture was at the DMV four years prior.  He had aged quickly in four years. Very quickly.\n\n“Wow, you look very different from your ID picture, Al.”\n\n“I kinda guessed I might.   A lot has changed in four years.”\n\nAl shared with me had been diagnosed with inoperable colon cancer 3 years prior and at the last visit to his doctor, was told he probably wouldn’t make it to Thanksgiving.\n\nAl wanted a final picture of himself that could be displayed on his own grave wherever he might be buried like the many horizontal friends before him.  It wasn’t likely that his family would make the trip to see dad and grampa before he passed but if so, he wanted them to see the man he’d become just in case someday they became curious about what happened to old Al.\n\nHe said he could never figure out what he’d done wrong for them to not contact him again and hoped this picture of April 7th, 2015 might be different enough from how they knew him years before and that even from the grave, he might get a second chance to show them how much he had thought about them over the years and hoped they’d made lots of babies,  perhaps one named Al.\n\nI printed the picture and presented it to him for the fourth smile of the morning.  I don’t think he had had mustered four smiles in a morning for as many years.\n\nWith our work done…or perhaps just begun…he got up and shook my hand and thanked me for having stood in the doorway an hour ago.\n\nAnd as he left through the sunlight of that same doorway, I extended an invitation to Thanksgiving dinner at my house with my own three kids.\n\nThe fifth smile.\n\nI took another picture.",3,2
TRUE,0,0,0,42331.62914,24.234.54.146,94-3202139,FALSE,FALSE,89015,"Almost buried treasures.\n\n24 billion computers in the world and not a single one will ever carry the story of Lois, the 91 year-old award-winning poet, prairie woman and mother of ten.  The ranch is gone, the children are gone and her binders of rhymes on the living room shelf will soon be tossed in the dumpster behind her one bedroom apartment, as forgotten as the unclaimed plastic box of her cremated remains.\n\nPeople, like icebergs on a slow melt, are not always what they seem. White and pale for years on the surface, they conceal so many layers of translucent centuries-buried colors, rarely seen by a disinterested mankind.  Like pages of a novel dissolved away  by the waves, the iceberg and its colors will soon be no more.\n\nAnd no one will know any different.\n\nI had done her a favor.\n\nLois had lost most of her sight in her old age and told me she was tired of pouring watery canned julienne carrots over her pasta.  Her tiny food pantry was mostly proceeds from the food bank  and she could no longer tell the difference between a label of vegetables over one of marinara.  I’d printed out stickers in 48point Helvetica bold and finally arrived to organize her pantry so that she could now tell the difference with a flashlight and the large magnifying glass she kept within easy grasp at the window sill.\n\nShe offered me toast and marmalade as a thank you which I declined mostly because I didn’t have the heart nor stomach to eat French’s mustard on a slice of bread.  Mental note for a return visit: refrigerator labels.\n\nWhile I needed to soon return to my regular post at the senior center outreach for which I’d left a note “Back in 45 minutes,” I didn’t know  at the time it would be at least two hours before my return.\n\nWalking behind her in her walker toward the sofa for a brief chat before leaving was tedious until I noticed the many white notebooks on the shelf, labeled Olivia, Jenny and the names of many others.  Inquiring, she invited me to take the volume Christopher home for the weekend knowing I was also a writer and much less of a poet. “I think you’ll like that one, Don.”  She went on to explain she wrote poetry as a young woman and had been published more times than she could remember.  Many of her poems had become greeting cards for Hallmark and before that, smaller card companies across the U.S. and abroad.  The bookends bracing her impressive collection were trophies for writing and poetry whose engravings had blurred and tarnished over the many years since she lost her sight and could only rub to read, which she’d done probably thousands of times since.\n\nWe talked of many things, including the ten children for which her binders were named, her little house on the prairie, the brevity of her fame before losing her sight, and her enduring fondness for capturing inspirational moments in her prose.  So immersed in her colorful stories of the past, I finally looked at my phone to see the time had come and gone to return to my post.  We said our goodbyes and it was my Friday, so I took Christopher and headed back to the office to pack up and enjoy my three day weekend.\n\n          “The saddest story in all of history will always be the one which went undiscovered and untold to no person nor pen and was buried alive eternally in an old soul.”\n\nThese were the words that came to me while I sat on my bed and had coffee with Christopher for three hours that Friday evening.  Reading the poems and prose, I didn’t cry even once.  It was probably a half dozen times or more.  The richness and antiquity of the words of that 91 year old prairie woman melted my soul, imagining that someday, with no one to claim them, the orphaned binders  Christopher, Olivia, Jenny and the seven others might end up in a dirty dumpster and a landfill, and probably very soon.\n\nIt was the weekend, and the days when I take care of my own aged mother .\n\nThough 35 years Lois’ junior, I wondered what stories I will have missed of my own family history if I didn’t take the opportunity that weekend to have a chat with her on the sofa that rainy afternoon.  I primed the pump with a few nostalgic recollections of our family and we had a few laughs as she played solitaire on her Kindle.  I could tell I’d begun to brew something more.  Her game slowed as small oral vignettes of her own family history emerged piecemeal and at random until she was telling me complete stories of times growing up in Storm Lake, Iowa on the farm.  Each story she told seemed to revive another she’d perhaps never told another. The kids she played with in the church across the street and the scolding of the pastor for playing hide and seek among the pews.  The memories of her parents and aunts and great grandparents were flowing in alternating waves of sadness and laughter.  Though they weren’t poetic, they were the stories of her life, and by distant relation, those I valued as my own.\n\nEach of us has a story to tell.  But in these electronic days, few take the time to listen in the way stories should be told.  Indeed, storytelling, the old fashioned way that families passed on their histories, values and expectations to the next generation, is a lost art.\n\nAnd out of 24 billion computers in the world, only a handful will find it important to pass on the stories of people who will otherwise soon be buried with them undiscovered and untold forever.\n\nIt was Monday morning again, and my day to return to the low income senior center where my outreach first introduced me to Lois and her many children. With Christopher tucked neatly under my arm, and a handful of refrigerator labels,  I arrived, closed up, and affixed a note on the door.\n\nIt read “Back in 2 hours.”\n\nThere are so many older Americans whose fame was never counted by measures of celebrity, celluloid or column inches in fabulous magazines, but whose life stories are noteworthy nonetheless.  And I have found that the aged ones who have never sought an audience for them, sometimes have the most engaging of all to tell.\n\nEspecially if you will take the time, ask, and then sit back with a coffee and some mustard toast, and listen.\n\nAnd bring your computer.\n\nDon Miller  #mygivingstory",3,2
TRUE,1,0,1,42326.22281,50.110.181.210,46-4661240,FALSE,FALSE,22604,"When I am hungry I go to the refrigerator and I get a snack. What if there was no food? When I am cold, I turn the thermostat up, what if I had no heat? When I am tired, I lay down in my bed, what if I had no home? What if I was 4 years old? I look at my 4 yr old granddaughter and think...what if it were her?This is what inspires me to donate. I cannot donate large quantities but I shop the food sales and the online food sales to get the biggest bang for my buck, and I donate to the Highland Food Bank. It is in a neighboring community but when you are hungry, it matters not where you live. I look in thrift shops and in my own closet to find good clothing to donate to the Union Rescue Mission of Winchester. Without them many families would be homeless and without the support that they give.  I have found a need at the Froggy's Closet in Winchester for foster children who are removed from their homes with only the clothes on their backs. I search for and buy new clothes for them. ",3,1
TRUE,10,1,9,42329.36404,138.162.128.52,57-1063332,FALSE,FALSE,29901-2502,"What inspires me to give is the enjoyment I receive when helping and working with people. I have always wanted to be a help to others.  I always feel happy when I help someone else, and at the same I feel am truly blessed myself through helping others.  I believe God has blessed me so that I can help others even if I can't help financially, sometimes people just need a word of wisdom or encouragement and I make myself available to people that just need someone to talk to. The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate, to make some difference in someone's life. I personally I don't wait for good things to happen to me, I go out and make some good things happen. Volunteering with Hope Haven of the Low Country for five years I give cheerfully and accept gratefully, then I know everyone is blessed. Take the time to help other people without expecting a reward or gratitude is definitely important in living an optimistic life. There is more happiness in giving than in receiving. What inspires me most also was my mother was a single parent with seven children.  I, as the second child can recall someone always helping us.  My mother's brother and sister helped provide food and financial help to my family.  My older sister and I continue to talk about how good God was to us because he provided for them and then they provided for us without any rewards.  I just thank God that I am able to help others today. Volunteering with Hope Haven I have come in contact with two most important Hope Have representatives by the names of Christine Smith and Jeanne Newland, these two people are like family members to me and I feel they inspire me most to volunteer with Hope Haven.  I love what I do and whenever I need help, Christine's is there to provide support where I can handle the task no matter how big or small.  Christine Smith is one of the best people I have had the pleasure to work with.   Another influence in my life with whom I had worked with was Jeanne Newland before moving on to another location.  I will never forget her because she is my hero.",3,2
